Symbol,Name,Exchange,Sector,Industry
ARI,Apollo Commercial Real Estate Finance,NASDAQ,Consumer Services,Real Estate Investment Trusts
ARIA,ARIAD Pharmaceuticals Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARII,American Railcar Industries Inc.,NYSE,Capital Goods,Railroads
ARIS,ARI Network Services Inc.,NYSE,Technology,Computer Software: Programming Data Processing
ARKR,Ark Restaurants Corp.,NYSE,Consumer Services,Restaurants
ARL,American Realty Investors Inc.,NASDAQ,Finance,Real Estate
ARLP,Alliance Resource Partners L.P.,NYSE,Energy,Coal Mining
ARLZ,Aralez Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
ARMH,ARM Holdings plc,NYSE,Technology,Semiconductors
ARMK,Aramark,NASDAQ,Consumer Services,Restaurants
ARNA,Arena Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
AROC,Archrock Inc.,NASDAQ,Technology,Diversified Commercial Services
AROW,Arrow Financial Corporation,NYSE,Finance,Major Banks
ARP,Atlas Resource Partners L.P.,NASDAQ,Energy,Oil & Gas Production
ARQL,ArQule Inc.,NYSE,Health Care,Major Pharmaceuticals
ARR,ARMOUR Residential REIT Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
ARRS,ARRIS International plc,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
ARRY,Array BioPharma Inc.,NYSE,Health Care,Major Pharmaceuticals
ARTNA,Artesian Resources Corporation,NYSE,Public Utilities,Water Supply
ARTW,Art's-Way Manufacturing Co. Inc.,NYSE,Capital Goods,Industrial Machinery/Components
ARTX,Arotech Corporation,NYSE,Miscellaneous,Industrial Machinery/Components
ARW,Arrow Electronics Inc.,NASDAQ,Consumer Non-Durables,Electronic Components
ARWA,Arowana Inc.,NYSE,Finance,Business Services
ARWAR,Arowana Inc.,NYSE,Finance,Business Services
ARWAU,Arowana Inc.,NYSE,Finance,Business Services
ARWAW,Arowana Inc.,NYSE,Finance,Business Services
ARWR,Arrowhead Pharmaceuticals Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ASB,Associated Banc-Corp,NASDAQ,Finance,Major Banks
ASBB,ASB Bancorp Inc.,NYSE,Finance,Savings Institutions
ASC,Ardmore Shipping Corporation,NASDAQ,Transportation,Marine Transportation
ASCMA,Ascent Capital Group Inc.,NYSE,Consumer Services,Other Consumer Services
ASEI,American Science and Engineering Inc.,NYSE,Health Care,Medical Electronics
ASFI,Asta Funding Inc.,NYSE,Finance,Finance Companies
ASGN,On Assignment Inc.,NASDAQ,Technology,Professional Services
ASH,Ashland Inc.,NASDAQ,Consumer Durables,Specialty Chemicals
ASM,Avino Silver,AMEX,Basic Industries,Precious Metals
ASMB,Assembly Biosciences Inc.,NYSE,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V.,NYSE,Technology,Industrial Machinery/Components
ASNA,Ascena Retail Group Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,NYSE,Health Care,Major Pharmaceuticals
ASPN,Aspen Aerogels Inc.,NASDAQ,Consumer Services,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A.,NYSE,Consumer Services,Other Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,NASDAQ,Transportation,Aerospace
ASRV,AmeriServ Financial Inc.,NYSE,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,NYSE,Finance,Major Banks
AST,Asterias Biotherapeutics Inc.,AMEX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ASTC,Astrotech Corporation,NYSE,Capital Goods,Military/Government/Technical
ASTE,Astec Industries Inc.,NYSE,Capital Goods,Construction/Ag Equipment/Trucks
ASUR,Asure Software Inc,NYSE,Technology,EDP Services
ASX,Advanced Semiconductor Engineering Inc.,NASDAQ,Technology,Semiconductors
ASYS,Amtech Systems Inc.,NYSE,Technology,Industrial Machinery/Components
AT,Atlantic Power Corporation,NASDAQ,Energy,Electric Utilities: Central
ATAI,ATA Inc.,NYSE,Consumer Services,Other Consumer Services
ATAX,America First Multifamily Investors L.P.,NYSE,Finance,Finance: Consumer Services
ATEC,Alphatec Holdings Inc.,NYSE,Health Care,Medical/Dental Instruments
ATEN,A10 Networks Inc.,NASDAQ,Technology,Computer Communications Equipment
ATHM,Autohome Inc.,NASDAQ,Technology,EDP Services
ATHN,athenahealth Inc.,NYSE,Miscellaneous,Business Services
ATHX,Athersys Inc.,NYSE,Health Care,Major Pharmaceuticals
ATI,Allegheny Technologies Incorporated,NASDAQ,Basic Industries,Steel/Iron Ore
ATLC,Atlanticus Holdings Corporation,NYSE,Finance,Finance: Consumer Services
ATLO,Ames National Corporation,NYSE,Finance,Major Banks
ATNI,Atlantic Tele-Network Inc.,NYSE,Public Utilities,Telecommunications Equipment
ATNM,Actinium Pharmaceuticals Inc.,AMEX,Health Care,Major Pharmaceuticals
ATO,Atmos Energy Corporation,NASDAQ,Public Utilities,Oil/Gas Transmission
ATOS,Atossa Genetics Inc.,NYSE,Health Care,Medical/Dental Instruments
ATR,AptarGroup Inc.,NASDAQ,Consumer Non-Durables,Plastic Products
ATRA,Atara Biotherapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc.,NYSE,Health Care,Medical/Dental Instruments
ATRI,ATRION Corporation,NYSE,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation,NYSE,Capital Goods,Military/Government/Technical
ATRS,Antares Pharma Inc.,NYSE,Health Care,Medical/Dental Instruments
ATSG,Air Transport Services Group Inc,NYSE,Transportation,Air Freight/Delivery Services
ATTO,Atento S.A.,NASDAQ,Public Utilities,Telecommunications Equipment
ATTU,Attunity Ltd.,NYSE,Technology,Computer Software: Prepackaged Software
ATU,Actuant Corporation,NASDAQ,Technology,Industrial Machinery/Components
ATV,Acorn International Inc.,NASDAQ,Consumer Services,Other Specialty Stores
ATVI,Activision Blizzard Inc,NYSE,Technology,Computer Software: Prepackaged Software
ATW,Atwood Oceanics Inc.,NASDAQ,Energy,Oil & Gas Production
AU,AngloGold Ashanti Limited,NASDAQ,Basic Industries,Precious Metals
AUBN,Auburn National Bancorporation Inc.,NYSE,Finance,Major Banks
AUDC,AudioCodes Ltd.,NYSE,Public Utilities,Telecommunications Equipment
AUMA,AR Capital Acquisition Corp.,NYSE,Finance,Business Services
AUMAU,AR Capital Acquisition Corp.,NYSE,Finance,Business Services
AUMAW,AR Capital Acquisition Corp.,NYSE,Finance,Business Services
AUMN,Golden Minerals Company,AMEX,Basic Industries,Precious Metals
AUO,AU Optronics Corp,NASDAQ,Technology,Semiconductors
AUPH,Aurinia Pharmaceuticals Inc,NYSE,Health Care,Major Pharmaceuticals
AUY,Yamana Gold Inc.,NASDAQ,Basic Industries,Precious Metals
AV,Aviva plc,NASDAQ,Finance,Life Insurance
AVA,Avista Corporation,NASDAQ,Public Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A.,NASDAQ,Finance,Commercial Banks
AVAV,AeroVironment Inc.,NYSE,Capital Goods,Aerospace
AVB,AvalonBay Communities Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
AVD,American Vanguard Corporation,NASDAQ,Basic Industries,Agricultural Chemicals
AVEO,AVEO Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
AVG,AVG Technologies N.V.,NASDAQ,Technology,Computer Software: Prepackaged Software
AVGO,Broadcom Limited,NYSE,Technology,Semiconductors
AVGR,Avinger Inc.,NYSE,Health Care,Medical/Dental Instruments
AVH,Avianca Holdings S.A.,NASDAQ,Transportation,Air Freight/Delivery Services
AVHI,A V Homes Inc.,NYSE,Capital Goods,Homebuilding
AVID,Avid Technology Inc.,NYSE,Miscellaneous,Industrial Machinery/Components
AVIR,Aviragen Therapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNU,Avenue Financial Holdings Inc.,NYSE,Finance,Major Banks
AVNW,Aviat Networks Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
AVP,Avon Products Inc.,NASDAQ,Consumer Non-Durables,Package Goods/Cosmetics
AVT,Avnet Inc.,NASDAQ,Consumer Non-Durables,Electronic Components
AVV,Aviva plc,NASDAQ,Finance,Life Insurance
AVX,AVX Corporation,NASDAQ,Capital Goods,Electrical Products
AVXL,Anavex Life Sciences Corp.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVXS,AveXis Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,Avery Dennison Corporation,NASDAQ,Consumer Durables,Containers/Packaging
AWH,Allied World Assurance Company Holdings AG,NASDAQ,Finance,Property-Casualty Insurers
AWI,Armstrong World Industries Inc,NASDAQ,Consumer Non-Durables,Plastic Products
AWK,American Water Works,NASDAQ,Public Utilities,Water Supply
AWR,American States Water Company,NASDAQ,Public Utilities,Water Supply
AWRE,Aware Inc.,NYSE,Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation,AMEX,Public Utilities,Environmental Services
AXAS,Abraxas Petroleum Corporation,NYSE,Energy,Oil & Gas Production
AXDX,Accelerate Diagnostics Inc.,NYSE,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXE,Anixter International Inc.,NASDAQ,Consumer Non-Durables,Telecommunications Equipment
AXGN,AxoGen Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXL,American Axle & Manufacturing Holdings Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
AXLL,Axiall Corporation,NASDAQ,Basic Industries,Major Chemicals
AXN,Aoxing Pharmaceutical Company Inc.,AMEX,Health Care,Major Pharmaceuticals
AXP,American Express Company,NASDAQ,Finance,Finance: Consumer Services
AXR,AMREP Corporation,NASDAQ,Consumer Services,Newspapers/Magazines
AXS,Axis Capital Holdings Limited,NASDAQ,Finance,Property-Casualty Insurers
AXSM,Axsome Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
AXTA,Axalta Coating Systems Ltd.,NASDAQ,Basic Industries,Paints/Coatings
AXTI,AXT Inc,NYSE,Technology,Semiconductors
AXU,Alexco Resource Corp,AMEX,Basic Industries,Precious Metals
AYA,Amaya Inc.,NYSE,Technology,Computer Software: Programming Data Processing
AYI,Acuity Brands Inc,NASDAQ,Consumer Durables,Building Products
AYR,Aircastle Limited,NASDAQ,Technology,Diversified Commercial Services
AZN,Astrazeneca PLC,NASDAQ,Health Care,Major Pharmaceuticals
AZO,AutoZone Inc.,NASDAQ,Consumer Services,Other Specialty Stores
AZPN,Aspen Technology Inc.,NYSE,Technology,EDP Services
AZUR,Azure Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
AZZ,AZZ Inc.,NASDAQ,Consumer Durables,Building Products
B,Barnes Group Inc.,NASDAQ,Capital Goods,Metal Fabrications
BA,Boeing Company (The),NASDAQ,Capital Goods,Aerospace
BAA,BANRO CORPORATION,AMEX,Basic Industries,Precious Metals
BABA,Alibaba Group Holding Limited,NASDAQ,Miscellaneous,Business Services
BABY,Natus Medical Incorporated,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BAC,Bank of America Corporation,NASDAQ,Finance,Major Banks
BAH,Booz Allen Hamilton Holding Corporation,NASDAQ,Consumer Services,Professional Services
BAK,Braskem S.A.,NASDAQ,Basic Industries,Major Chemicals
BAM,Brookfield Asset Management Inc,NASDAQ,Consumer Services,Building operators
BANC,Banc of California Inc.,NASDAQ,Finance,Major Banks
BANF,BancFirst Corporation,NYSE,Finance,Major Banks
BANFP,BancFirst Corporation,NYSE,Finance,Major Banks
BANR,Banner Corporation,NYSE,Finance,Major Banks
BAP,Credicorp Ltd.,NASDAQ,Finance,Commercial Banks
BAS,Basic Energy Services Inc.,NASDAQ,Energy,Oilfield Services/Equipment
BASI,Bioanalytical Systems Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BATRA,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
BAX,Baxter International Inc.,NASDAQ,Health Care,Medical/Dental Instruments
BBBY,Bed Bath & Beyond Inc.,NYSE,Consumer Services,Home Furnishings
BBCN,BBCN Bancorp Inc.,NYSE,Finance,Major Banks
BBD,Banco Bradesco Sa,NASDAQ,Finance,Major Banks
BBDO,Banco Bradesco Sa,NASDAQ,Finance,Major Banks
BBEP,Breitburn Energy Partners LP,NYSE,Energy,Oil & Gas Production
BBEPP,Breitburn Energy Partners LP,NYSE,Energy,Oil & Gas Production
BBG,Bill Barrett Corporation,NASDAQ,Energy,Oil & Gas Production
BBGI,Beasley Broadcast Group Inc.,NYSE,Consumer Services,Broadcasting
BBL,BHP Billiton plc,NASDAQ,Energy,Coal Mining
BBOX,Black Box Corporation,NYSE,Technology,Computer Communications Equipment
BBRG,Bravo Brio Restaurant Group Inc.,NYSE,Consumer Services,Restaurants
BBRY,BlackBerry Limited,NYSE,Public Utilities,Telecommunications Equipment
BBSI,Barrett Business Services Inc.,NYSE,Technology,Professional Services
BBT,BB&T Corporation,NASDAQ,Finance,Major Banks
BBVA,Banco Bilbao Viscaya Argentaria S.A.,NASDAQ,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc.,NASDAQ,Consumer Services,Recreational Products/Toys
BBX,BBX Capital Corporation,NASDAQ,Finance,Savings Institutions
BBY,Best Buy Co. Inc.,NASDAQ,Consumer Services,Consumer Electronics/Video Chains
BC,Brunswick Corporation,NASDAQ,Energy,Industrial Machinery/Components
BCBP,BCB Bancorp Inc. (NJ),NYSE,Finance,Savings Institutions
BCC,Boise Cascade L.L.C.,NASDAQ,Consumer Services,RETAIL: Building Materials
BCE,BCE Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
BCEI,Bonanza Creek Energy Inc.,NASDAQ,Energy,Oil & Gas Production
BCH,Banco De Chile,NASDAQ,Finance,Commercial Banks
BCLI,Brainstorm Cell Therapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCO,Brink's Company (The),NASDAQ,Transportation,Oil Refining/Marketing
BCOM,B Communications Ltd.,NYSE,Consumer Services,Telecommunications Equipment
BCOR,Blucora Inc.,NYSE,Technology,EDP Services
BCOV,Brightcove Inc.,NYSE,Technology,EDP Services
BCPC,Balchem Corporation,NYSE,Basic Industries,Major Chemicals
BCR,C.R. Bard Inc.,NASDAQ,Health Care,Medical/Dental Instruments
BCRH,Blue Capital Reinsurance Holdings Ltd.,NASDAQ,Finance,Property-Casualty Insurers
BCRX,BioCryst Pharmaceuticals Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,Barclays PLC,NASDAQ,Finance,Commercial Banks
BDC,Belden Inc,NASDAQ,Basic Industries,Telecommunications Equipment
BDE,Black Diamond Inc.,NYSE,Consumer Non-Durables,Recreational Products/Toys
BDGE,Bridge Bancorp Inc.,NYSE,Finance,Major Banks
BDL,Flanigan's Enterprises Inc.,AMEX,Consumer Services,Restaurants
BDMS,Birner Dental Management Services Inc.,NYSE,Health Care,Medical/Nursing Services
BDN,Brandywine Realty Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
BDR,Blonder Tongue Laboratories Inc.,AMEX,Technology,Radio And Television Broadcasting And Communications Equipment
BDSI,BioDelivery Sciences International Inc.,NYSE,Health Care,Major Pharmaceuticals
BDX,Becton Dickinson and Company,NASDAQ,Health Care,Medical/Dental Instruments
BEAT,BioTelemetry Inc.,NYSE,Health Care,Medical/Dental Instruments
BEAV,B/E Aerospace Inc.,NYSE,Consumer Durables,Industrial Specialties
BEBE,bebe stores inc.,NYSE,Consumer Non-Durables,Apparel
BECN,Beacon Roofing Supply Inc.,NYSE,Consumer Services,RETAIL: Building Materials
BEL,Belmond Ltd.,NASDAQ,Consumer Services,Hotels/Resorts
BELFA,Bel Fuse Inc.,NYSE,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,NYSE,Capital Goods,Electrical Products
BEN,Franklin Resources Inc.,NASDAQ,Finance,Investment Managers
BEP,Brookfield Renewable Powerr Fund,NASDAQ,Public Utilities,Electric Utilities: Central
BERY,BPC Acquisition Corp,NASDAQ,Consumer Non-Durables,Plastic Products
BETR,Amplify Snack Brands inc.,NASDAQ,Consumer Non-Durables,Packaged Foods
BFAM,Bright Horizons Family Solutions Inc.,NASDAQ,Miscellaneous,Other Consumer Services
BFIN,BankFinancial Corporation,NYSE,Finance,Savings Institutions
BFR,BBVA Banco Frances S.A.,NASDAQ,Finance,Commercial Banks
BFS,Saul Centers Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
BG,Bunge Limited,NASDAQ,Consumer Non-Durables,Packaged Foods
BGC,General Cable Corporation,NASDAQ,Basic Industries,Telecommunications Equipment
BGCA,BGC Partners Inc.,NASDAQ,Finance,Investment Bankers/Brokers/Service
BGCP,BGC Partners Inc.,NYSE,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,NYSE,Consumer Services,Other Specialty Stores
BGG,Briggs & Stratton Corporation,NASDAQ,Energy,Industrial Machinery/Components
BGI,Birks Group Inc.,AMEX,Consumer Services,Consumer Specialties
BGNE,BeiGene Ltd.,NYSE,Health Care,Major Pharmaceuticals
BGS,B&G Foods Inc.,NASDAQ,Consumer Non-Durables,Packaged Foods
BGSF,BG Staffing Inc,AMEX,Technology,Professional Services
BH,Biglari Holdings Inc.,NASDAQ,Consumer Services,Restaurants
BHAC,Barington/Hilco Acquisition Corp.,NYSE,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,NYSE,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,NYSE,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,NYSE,Finance,Business Services
BHB,Bar Harbor Bankshares Inc.,AMEX,Finance,Major Banks
BHBK,Blue Hills Bancorp Inc.,NYSE,Finance,Major Banks
BHE,Benchmark Electronics Inc.,NASDAQ,Technology,Electrical Products
BHI,Baker Hughes Incorporated,NASDAQ,Energy,Metal Fabrications
BHLB,Berkshire Hills Bancorp Inc.,NASDAQ,Finance,Banks
BHP,BHP Billiton Limited,NASDAQ,Basic Industries,Precious Metals
BID,Sotheby's,NASDAQ,Miscellaneous,Business Services
BIDU,Baidu Inc.,NYSE,Technology,Computer Software: Programming Data Processing
BIG,Big Lots Inc.,NASDAQ,Consumer Services,Department/Specialty Retail Stores
BIIB,Biogen Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIN,Progressive Waste Solutions Ltd.,NASDAQ,Public Utilities,Environmental Services
BIND,BIND Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
BIO,Bio-Rad Laboratories Inc.,NASDAQ,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BIOA,BioAmber Inc.,NASDAQ,Basic Industries,Major Chemicals
BIOC,Biocept Inc.,NYSE,Health Care,Medical Specialities
BIOD,Biodel Inc.,NYSE,Health Care,Major Pharmaceuticals
BIOL,Biolase Inc.,NYSE,Health Care,Medical/Dental Instruments
BIOS,BioScrip Inc.,NYSE,Health Care,Medical/Nursing Services
BIP,Brookfield Infrastructure Partners LP,NASDAQ,Consumer Services,Marine Transportation
BITA,Bitauto Holdings Limited,NASDAQ,Technology,EDP Services
BITI,Biotie Therapies Corp.,NYSE,Health Care,Major Pharmaceuticals
BJRI,BJ's Restaurants Inc.,NYSE,Consumer Services,Restaurants
BK,Bank Of New York Mellon Corporation (The),NASDAQ,Finance,Major Banks
BKD,Brookdale Senior Living Inc.,NASDAQ,Health Care,Hospital/Nursing Management
BKE,Buckle Inc. (The),NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
BKEP,Blueknight Energy Partners L.P. L.L.C.,NYSE,Energy,Natural Gas Distribution
BKEPP,Blueknight Energy Partners L.P. L.L.C.,NYSE,Energy,Natural Gas Distribution
BKFS,Black Knight Financial Services Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software
BKH,Black Hills Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
BKHU,Black Hills Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
BKJ,Bancorp of New Jersey Inc,AMEX,Finance,Major Banks
BKMU,Bank Mutual Corporation,NYSE,Finance,Savings Institutions
BKS,Barnes & Noble Inc.,NASDAQ,Consumer Services,Other Specialty Stores
BKSC,Bank of South Carolina Corp.,NYSE,Finance,Major Banks
BKU,BankUnited Inc.,NASDAQ,Finance,Savings Institutions
BLBD,Blue Bird Corporation,NYSE,Capital Goods,Construction/Ag Equipment/Trucks
BLCM,Bellicum Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
BLD,TopBuild Corp.,NASDAQ,Basic Industries,Engineering & Construction
BLDP,Ballard Power Systems Inc.,NYSE,Energy,Industrial Machinery/Components
BLDR,Builders FirstSource Inc.,NYSE,Consumer Services,RETAIL: Building Materials
BLFS,BioLife Solutions Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLK,BlackRock Inc.,NASDAQ,Finance,Investment Bankers/Brokers/Service
BLKB,Blackbaud Inc.,NYSE,Technology,Computer Software: Prepackaged Software
