"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BTN","Ballantyne Strong, Inc","4.4","62513642.4","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"ISDR","Issuer Direct Corporation","5.42","15132065.48","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr",
"MGT","MGT Capital Investments Inc","0.3869","7002201.7049","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mgt",
"LOV","Spark Networks, Inc.","2.34","60479356.86","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"VHC","VirnetX Holding Corp","4.18","227726002.9","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
